Segmentation of Three-dimensional Images with Parametric Active Surfaces and Topology Changes,1,https://link.springer.com/article/10.1007/s10915-017-0401-3
Pulmonary nodule detection using a cascaded SVM classifier,9,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9785/978513/Pulmonary-nodule-detection-using-a-cascaded-SVM-classifier/10.1117/12.2216747.short
G-DOC Plus–an integrative bioinformatics platform for precision medicine,14,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-016-1010-0
A comparison of ground truth estimation methods,17,https://link.springer.com/article/10.1007/s11548-009-0401-3
Performance analysis of unsupervised optimal fuzzy clustering algorithm for MRI brain tumor segmentation,0,https://content.iospress.com/articles/technology-and-health-care/thc00876
CT Colonography: External Clinical Validation of an Algorithm for Computer-assisted Prone and Supine Registration,5,https://pubs.rsna.org/doi/abs/10.1148/radiol.13122083
DOIs for DICOM Raw Images: Enabling Science Reproducibility,3,https://pubs.rsna.org/doi/full/10.1148/radiol.15150144
Singular value decomposition using block least mean square method for image denoising and compression,1,https://ieeexplore.ieee.org/abstract/document/7375585/
Constructing 3D-Printable CAD Models of Prostates from MR Images,1,https://ieeexplore.ieee.org/abstract/document/6574340/
Quantitative Imaging Biomarker Ontology (QIBO) for Knowledge Representation of Biomedical Imaging Biomarkers,17,https://link.springer.com/article/10.1007/s10278-013-9599-2
Comparing nonrigid registration techniques for motion corrected MR prostate diffusion imaging,4,https://onlinelibrary.wiley.com/doi/abs/10.1118/1.4903262
Using computer‐extracted image phenotypes from tumors on breast magnetic resonance imaging to predict breast cancer pathologic stage,28,https://onlinelibrary.wiley.com/doi/abs/10.1002/cncr.29791
Image Area Reduction for Efficient Medical Image Retrieval,0,https://uwspace.uwaterloo.ca/handle/10012/9349
Selección de un algoritmo para la clasificación de Nódulos Pulmonares Solitarios,0,http://www.medigraphic.com/cgi-bin/new/resumen.cgi?IDARTICULO=66840
Highly accurate model for prediction of lung nodule malignancy with CT scans,5,https://www.nature.com/articles/s41598-018-27569-w
Automated feature extraction in brain tumor by magnetic resonance imaging using gaussian mixture models,29,https://dl.acm.org/citation.cfm?id=2836384
Phenotypic characterization of glioblastoma identified through shape descriptors,4,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9785/97852M/Phenotypic-characterization-of-glioblastoma-identified-through-shape-descriptors/10.1117/12.2209121.short
GBM heterogeneity characterization by radiomic analysis of phenotype anatomical planes,4,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9784/978424/GBM-heterogeneity-characterization-by-radiomic-analysis-of-phenotype-anatomical-planes/10.1117/12.2214491.short
Radiomic analysis of multi-contrast brain MRI for the prediction of survival in patients with glioblastoma multiforme,11,https://ieeexplore.ieee.org/abstract/document/7591612/
Predicting survival time of lung cancer patients using radiomic analysis,4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5732814/
High-Throughput Quantification of Phenotype Heterogeneity Using Statistical Features,5,https://www.hindawi.com/journals/abi/2015/728164/abs/
Quantitative evaluation of robust skull stripping and tumor detection applied to axial MR images,28,https://link.springer.com/article/10.1007/s40708-016-0033-7
Extracted magnetic resonance texture features discriminate between phenotypes and are associated with overall survival in glioblastoma multiforme patients,16,https://link.springer.com/article/10.1007/s11517-016-1461-5
Automated lung field segmentation in CT images using mean shift clustering and geometrical features,8,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/8670/867032/Automated-lung-field-segmentation-in-CT-images-using-mean-shift/10.1117/12.2007910.short
Using Docker to support reproducible research,30,http://pfigshare-u-files.s3.amazonaws.com/1590657/WSSSPE2_Docker.pdf
Residual Convolutional Neural Network for the Determination of IDH Status in Low-and High-Grade Gliomas from MR Imaging,26,http://clincancerres.aacrjournals.org/content/24/5/1073.abstract
Deep-Learning Convolutional Neural Networks Accurately Classify Genetic Mutations in Gliomas,5,http://www.ajnr.org/content/early/2018/05/10/ajnr.A5667.abstract
Primer for Image Informatics in Personalized Medicine,0,https://www.sciencedirect.com/science/article/pii/S1877705816322068
"""Big data"" and ""open data"": What kind of access should researchers enjoy?",4,https://www.sciencedirect.com/science/article/pii/S0040595716000123
MRI prostate cancer radiomics: Assessment of effectiveness and perspectives,0,https://repository.tudelft.nl/islandora/object/uuid:b8459bdb-1761-4f17-8807-e3b1cf7da629
A Fast Semi-Automatic Segmentation Tool for Processing Brain Tumor Images,0,https://link.springer.com/chapter/10.1007/978-3-319-69775-8_10
aLow-dose CT via convolutional neural network,89,https://onlinelibrary.wiley.com/doi/abs/10.1118/1.4944498
An Assessment of Imaging Informatics for Precision Medicine in Cancer,2,https://pdfs.semanticscholar.org/4b89/06ed7e476ac039858041bf813fae1ef61941.pdf
Integrative analysis of imaging and transcriptomic data of the immune landscape associated with tumor metabolism in lung adenocarcinoma: Clinical and prognostic implications,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858511/
Incremental Prognostic Value of ADC Histogram Analysis over MGMT Promoter Methylation Status in Patients with Glioblastoma,18,https://pubs.rsna.org/doi/abs/10.1148/radiol.2016151913
"ST3GAL1-associated transcriptomic program in glioblastoma tumor growth, invasion, and prognosis",16,https://academic.oup.com/jnci/article-abstract/108/2/djv326/2457812
Automatic detection of spiculation of pulmonary nodules in computed tomography images,5,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9414/941409/Automatic-detection-of-spiculation-of-pulmonary-nodules-in-computed-tomography/10.1117/12.2081426.short
The Cancer Imaging Archive (TCIA): maintaining and operating a public information repository,471,https://link.springer.com/article/10.1007/s10278-013-9622-7
Reproducing 2D breast mammography images with 3D printed phantoms,2,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9783/97830B/Reproducing-2D-breast-mammography-images-with-3D-printed-phantoms/10.1117/12.2217215.short
The Quantitative Imaging Network: NCI's Historical Perspective and Planned Goals,38,https://www.sciencedirect.com/science/article/pii/S1936523314800016
Automated Medical Image Modality Recognition by Fusion of Visual and Text Information,10,https://link.springer.com/chapter/10.1007/978-3-319-10470-6_61
Semantic Model Vector for ImageCLEF2013,0,http://domino.research.ibm.com/library/CYBERDIG.NSF/papers/42799EB3C5E49D4585257D10004ED95B/$File/rc25477.pdf
NCI Workshop Report: Clinical and Computational Requirements for Correlating Imaging Phenotypes with Genomics Signatures,39,https://www.sciencedirect.com/science/article/pii/S1936523314000801
Glioblastoma: Imaging Genomic Mapping Reveals Sex-specific Oncogenic Associations of Cell Death,36,https://pubs.rsna.org/doi/abs/10.1148/radiol.14141800
Imaging genomic mapping of an invasive MRI phenotype predicts patient outcome and metabolic dysfunction: a TCGA glioma phenotype research group project,47,https://bmcmedgenomics.biomedcentral.com/articles/10.1186/1755-8794-7-30
Glioblastoma: Imaging Genomic Mapping Reveals Sex-specific Oncogenic Associations of Cell Death,36,https://pubs.rsna.org/doi/abs/10.1148/radiol.14141800
A Query Tool for Investigator Access to the Data and Images of the National Lung Screening Trial,4,https://link.springer.com/article/10.1007/s10278-015-9785-5
Extended Modality Propagation: Image Synthesis of Pathological Cases,18,https://ieeexplore.ieee.org/abstract/document/7508451/
Bayesian Kernel Models for Statistical Genetics and Cancer Genomics,,
Topological Summaries of Tumor Images Improve Prediction of Disease Free Survival in Glioblastoma Multiforme,7,https://www.researchgate.net/profile/Sayan_Mukherjee7/publication/310610299_Topological_Summaries_of_Tumor_Images_Improve_Prediction_of_Disease_Free_Survival_in_Glioblastoma_Multiforme/links/5835911708ae102f073d2a59/Topological-Summaries-of-Tumor-Images-Improve-Prediction-of-Disease-Free-Survival-in-Glioblastoma-Multiforme.pdf
Primary lung tumor segmentation from PET–CT volumes with spatial–topological constraint,14,https://link.springer.com/article/10.1007/s11548-015-1231-0
Volume of high-risk intratumoral subregions at multi-parametric MR imaging predicts overall survival and complements molecular analysis of glioblastoma,10,https://link.springer.com/article/10.1007/s00330-017-4751-x
Prognostic Imaging Biomarkers in Glioblastoma: Development and Independent Validation on the Basis of Multiregion and Quantitative Analysis of MR Images,45,https://pubs.rsna.org/doi/abs/10.1148/radiol.2015150358
Algorithmic three-dimensional analysis of tumor shape in MRI improves prognosis of survival in glioblastoma: a multi-institutional study,15,https://link.springer.com/article/10.1007/s11060-016-2359-7
Radiogenomics of glioblastoma: a pilot multi-institutional study to investigate a relationship between tumor shape features and tumor molecular subtype,3,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9785/97850V/Radiogenomics-of-glioblastoma--a-pilot-multi-institutional-study-to/10.1117/12.2217084.short
Machine learning: a useful radiological adjunct in determination of a newly diagnosed glioma's grade and IDH status,1,https://link.springer.com/article/10.1007/s11060-018-2895-4
Directional local ternary quantized extrema pattern: A new descriptor for biomedical image indexing and retrieval,9,https://www.sciencedirect.com/science/article/pii/S221509861630088X
Local mesh ternary patterns: a new descriptor for MRI and CT biomedical image indexing and retrieval,3,https://www.tandfonline.com/doi/abs/10.1080/21681163.2016.1193447
Predicting response before initiation of neoadjuvant chemotherapy in breast cancer using new methods for the analysis of dynamic contrast enhanced MRI (DCE MRI) data,5,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9788/978811/Predicting-response-before-initiation-of-neoadjuvant-chemotherapy-in-breast-cancer/10.1117/12.2217008.short
"Mesoscopic imaging of glioblastomas: Are diffusion, perfusion and spectroscopic measures influenced by the radiogenetic phenotype?",5,http://journals.sagepub.com/doi/abs/10.1177/1971400916678225
Computer-aided detection of lung nodules using outer surface features,28,https://content.iospress.com/articles/bio-medical-materials-and-engineering/bme1418
Development of a nomogram combining clinical staging with 18F-FDG PET/CT image features in non-small-cell lung cancer stage I–III,34,https://link.springer.com/article/10.1007/s00259-016-3325-5
Spatial habitats from multiparametric MR imaging are associated with signaling pathway activities and survival in glioblastoma,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5762568/
Measurement of spiculation index in 3D for solitary pulmonary nodules in volumetric lung CT images,4,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/8670/86700K/Measurement-of-spiculation-index-in-3D-for-solitary-pulmonary-nodules/10.1117/12.2006970.short
3d texture analysis of solitary pulmonary nodules using co-occurrence matrix from volumetric lung CT images,7,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/8670/867039/3D-texture-analysis-of-solitary-pulmonary-nodules-using-co-occurrence/10.1117/12.2007016.short
Automated segmentation refinement of small lung nodules in CT scans by local shape analysis,68,https://ieeexplore.ieee.org/abstract/document/6017105/
"Most-enhancing tumor volume by MRI radiomics predicts recurrence-free survival ""early on"" in neoadjuvant treatment of breast cancer",6,https://cancerimagingjournal.biomedcentral.com/articles/10.1186/s40644-018-0145-9
Local Wavelet Pattern: A New Feature Descriptor for Image Retrieval in Medical CT Databases,52,https://ieeexplore.ieee.org/abstract/document/7302044/
Assessing the Effects of Software Platforms on Volumetric Segmentation of Glioblastoma,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5870135/
Automated 3-D Tissue Segmentation Via Clustering,,
Performance Analysis of Prediction Methods for Lossless Image Compression,4,https://link.springer.com/chapter/10.1007/978-3-319-19830-9_16
Decision forests for learning prostate cancer probability maps from multiparametric MRI,2,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9785/97851J/Decision-forests-for-learning-prostate-cancer-probability-maps-from-multiparametric/10.1117/12.2216904.short
A Content-Based-Image-Retrieval Approach for Medical Image Repositories,2,http://www.academia.edu/download/44013881/CRPITV164el_Rifai.pdf
Imaging genomics of glioblastoma: state of the art bridge between genomics and neuroradiology,29,https://www.neuroimaging.theclinics.com/article/S1052-5149(14)00103-8/abstract
A Novel Hybrid Perceptron Neural Network Algorithm for Classifying Breast MRI Tumors,3,https://link.springer.com/chapter/10.1007/978-3-319-13461-1_34
A COMPUTER AIDED DIAGNOSIS SYSTEM FOR LUNG CANCER DETECTION USING SVM,1,http://docs.neu.edu.tr/library/6415495725.pdf
Radiology and Enterprise Medical Imaging Extensions (REMIX),1,https://link.springer.com/article/10.1007/s10278-017-0010-6
Multisite Image Data Collection and Management Using the RSNA Image Sharing Network,3,https://www.transonc.com/article/S1936-5233(14)80005-3/abstract
New prognostic factor telomerase reverse transcriptase promotor mutation presents without MR imaging biomarkers in primary glioblastoma,1,https://link.springer.com/article/10.1007/s00234-017-1920-1
Adaptive texture energy measure method,14,https://arxiv.org/abs/1406.7075
Computer-aided detection of Pulmonary Nodules based on SVM in thoracic CT images,12,https://ieeexplore.ieee.org/abstract/document/7288770/
Feature fusion for lung nodule classification,3,https://link.springer.com/article/10.1007/s11548-017-1626-1
Hybrid intelligent approach for diagnosis of the lung nodule from CT images using spatial kernelized fuzzy c-means and ensemble learning,1,https://www.sciencedirect.com/science/article/pii/S0378475418300272
Computational Challenges and Collaborative Projects in the NCI Quantitative Imaging Network,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5548142/
Signal intensity analysis of ecological defined habitat in soft tissue sarcomas to predict metastasis development,6,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9785/97851H/Signal-intensity-analysis-of-ecological-defined-habitat-in-soft-tissue/10.1117/12.2216961.short
DICOM for quantitative imaging biomarker development: a standards based approach to sharing clinical data and structured PET/CT analysis results in head and neck cancer research,20,https://peerj.com/articles/2057/?utm_source=TrendMD&utm_campaign=PeerJ_TrendMD_0&utm_medium=TrendMD
A comparison of two methods for estimating DCE-MRI parameters via individual and cohort based AIFs in prostate cancer: A step towards practical implementation,30,https://www.sciencedirect.com/science/article/pii/S0730725X14000083
Somatostatin Receptor Expression on VHL-Associated Hemangioblastomas Offers Novel Therapeutic Target,0,https://insights.ovid.com/neusg/201508001/00006123-201508001-00076
HEVC optimizations for medical environments,5,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9871/98710B/HEVC-optimizations-for-medical-environments/10.1117/12.2224777.short
Characterization of Pulmonary Nodules Based on Features of Margin Sharpness and Texture,1,https://link.springer.com/article/10.1007/s10278-017-0029-8
LCD-OpenPACS: sistema integrado de telerradiologia com auxílio ao diagnóstico de nódulos pulmonares em exames de tomografia computadorizada,1,https://repositorio.ufrn.br/jspui/handle/123456789/20758
Computer-aided detection (CADe) and diagnosis (CADx) system for lung cancer with likelihood of malignancy,63,https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-015-0120-7
A radiomics model from joint FDG-PET and MRI texture features for the prediction of lung metastases in soft-tissue sarcomas of the extremities,199,http://iopscience.iop.org/article/10.1088/0031-9155/60/14/5471/meta
Image data sharing for biomedical research—meeting HIPAA requirements for de-identification,40,https://link.springer.com/article/10.1007/s10278-011-9422-x
Supervised Machine-Learning Framework and Classifier Evaluation for Automated Three-dimensional Medical Image Segmentation based on Body MRI,0,https://pdfs.semanticscholar.org/88cb/06f126902b4aebd0a39087743f50071b05fd.pdf
An Improved Mammogram Classification Approach Using Back Propagation Neural Network,16,https://link.springer.com/chapter/10.1007/978-981-10-3223-3_35
A resource for the assessment of lung nodule size estimation methods: database of thoracic CT scans of an anthropomorphic phantom,50,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3408907/
Benefit of overlapping reconstruction for improving the quantitative assessment of CT lung nodule volume,23,https://www.sciencedirect.com/science/article/pii/S1076633212004709
Automatic Segmentation of Colon in 3D CT Images and Removal of Opacified Fluid Using Cascade Feed Forward Neural Network,5,https://www.hindawi.com/journals/cmmm/2015/670739/abs/
Segmentation of colon and removal of opacified fluid for virtual colonoscopy,0,https://link.springer.com/article/10.1007/s10044-017-0614-y
Glioblastoma multiforme: exploratory radiogenomic analysis by using quantitative image features,151,https://pubs.rsna.org/doi/abs/10.1148/radiol.14131731
Glioblastoma Multiforme: Exploratory Radiogenomic Analysis by Using Quantitative Image Features,151,https://pubs.rsna.org/doi/abs/10.1148/radiol.14131731
Non-small cell lung cancer: identifying prognostic imaging biomarkers by leveraging public gene expression microarray data--methods and preliminary results,187,https://pubs.rsna.org/doi/abs/10.1148/radiol.12111607
Non-small cell lung cancer: identifying prognostic imaging biomarkers by leveraging public gene expression microarray data--methods and preliminary results.,187,https://pubs.rsna.org/doi/abs/10.1148/radiol.12111607
"Medical Imaging Segmentation Assessment via Bayesian Approaches to Fusion, Accuracy and Variability Estimation with Application to Head and Neck Cancer",0,http://search.proquest.com/openview/2244c6fe3f9f2bdaa6e8727040a36ca6/1?pq-origsite=gscholar&cbl=18750&diss=y
Brain tumor detection from MRI image: An approach,0,https://pdfs.semanticscholar.org/1916/f00997b627213b46c874a9a133ee8b6fa92e.pdf
Role of Imaging in the Era of Precision Medicine,12,https://www.sciencedirect.com/science/article/pii/S1076633217300041
Automatic Multi-organ Segmentation on Abdominal CT with Dense V-networks,14,https://ieeexplore.ieee.org/abstract/document/8291609/
Towards Image-Guided Pancreas and Biliary Endoscopy: Automatic Multi-organ Segmentation on Abdominal CT with Dense Dilated Networks,14,https://link.springer.com/chapter/10.1007/978-3-319-66182-7_83
Machine Learning in Medical Imaging,157,https://ieeexplore.ieee.org/abstract/document/5484160/
"Radiomics: Images are more than pictures, they are data",694,https://pubs.rsna.org/doi/abs/10.1148/radiol.2015151169
Intuitive Error Space Exploration of Medical Image Data in Clinical Daily Routine,3,https://corescholar.libraries.wright.edu/cse/493/
DeepCADe: A Deep Learning Architecture for the Detection of Lung Nodules in CT Scans,0,https://prism.ucalgary.ca/handle/1880/106312
Lung nodule detection in CT images using deep convolutional neural networks,26,https://ieeexplore.ieee.org/abstract/document/7727205/
Automatic detection of pulmonary nodules in CT images by incorporating 3D tensor filtering with local image feature analysis,4,https://www.sciencedirect.com/science/article/pii/S1120179718300218
Guest Editorial Deep Learning in Medical Imaging: Overview and Future Promise of an Exciting New Technique,395,https://ieeexplore.ieee.org/abstract/document/7463094/
Imaging-genomics reveals driving pathways of MRI derived volumetric tumor phenotype features in Glioblastoma,21,https://bmccancer.biomedcentral.com/articles/10.1186/s12885-016-2659-5
Defining the biological and clinical basis of radiomics: towards clinical imaging biomarkers,0,https://cris.maastrichtuniversity.nl/portal/files/24774858/v5950.pdf
Data from: Quantitative computed tomographic descriptors associate tumor shape complexity and intratumor heterogeneity with prognosis in lung adenocarcinoma,87,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0118261
Quantitative Computed Tomographic Descriptors Associate Tumor Shape Complexity and Intratumor Heterogeneity with Prognosis in Lung Adenocarcinoma,87,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0118261
Using Deep Learning for Pulmonary Nodule Detection & Diagnosis,11,https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1109&context=amcis2016
Smooth extrapolation of unknown anatomy via statistical shape models,2,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9415/941524/Smooth-extrapolation-of-unknown-anatomy-via-statistical-shape-models/10.1117/12.2081310.short
User-centered design and evaluation of interactive segmentation methods for medical images,1,http://espace.etsmtl.ca/id/eprint/1959
User-guided graph reduction for fast image segmentation,2,https://ieeexplore.ieee.org/abstract/document/7350805/
A generalized graph reduction framework for interactive segmentation of large images,5,https://www.sciencedirect.com/science/article/pii/S107731421630056X
Feature selection and patch-based segmentation in MRI for prostate radiotherapy,0,https://ieeexplore.ieee.org/abstract/document/7532842/
Prediction of clinical phenotypes in invasive breast carcinomas from the integration of radiomics and genomics data,57,https://www.spiedigitallibrary.org/journals/Journal-of-Medical-Imaging/volume-2/issue-4/041007/Prediction-of-clinical-phenotypes-in-invasive-breast-carcinomas-from-the/10.1117/1.JMI.2.4.041007.short
A tool for lung nodules analysis based on segmentation and morphological operation,4,https://ieeexplore.ieee.org/abstract/document/7139186/
Brain Tumor Detection using Curvelet Transform and Support Vector Machine,8,http://www.academia.edu/download/33584825/V3I4201499b61.pdf
Appropriate Contrast Enhancement Measures for Brain and Breast Cancer Images,10,https://www.hindawi.com/journals/ijbi/2016/4710842/abs/
MR Imaging Predictors of Molecular Profile and Survival: Multi-institutional Study of the TCGA Glioblastoma Data Set,217,https://pubs.rsna.org/doi/abs/10.1148/radiol.13120118
Cancer Digital Slide Archive: an informatics resource to support integrated in silico analysis of TCGA pathology data,70,https://academic.oup.com/jamia/article-abstract/20/6/1091/703483
MR Imaging Predictors of Molecular Profile and Survival: Multi-institutional Study of the TCGA Glioblastoma Data Set,217,https://pubs.rsna.org/doi/abs/10.1148/radiol.13120118
"Web based tools for visualizing imaging data and development of XNATView, a zero footprint image viewer",12,https://www.frontiersin.org/articles/10.3389/fninf.2014.00053
